Time,Treatments,dSpecies_1_dt,dSpecies_2_dt,dSpecies_3_dt,dSpecies_4_dt,dSpecies_5_dt,dSpecies_6_dt
13.333333,sp_1,0.0015730357,0.0,0.0,0.0,0.0,-0.0
16.0,sp_1,0.00015520194,0.0,0.0,0.0,0.0,-0.0
18.666666,sp_1,1.530785e-05,0.0,0.0,0.0,0.0,-0.0
21.333334,sp_1,1.4239976e-06,0.0,0.0,0.0,0.0,-0.0
24.0,sp_1,1.1866655e-07,0.0,0.0,0.0,0.0,-0.0
0.0,sp_1_2_3_5_6,0.0033576684,0.0021463644,0.002870433,0.0,0.0036656684,0.0021810813
2.6666667,sp_1_2_3_5_6,0.021157438,0.0030420064,0.015023237,0.0,0.053999513,0.0057435315
5.3333335,sp_1_2_3_5_6,-0.00852635,-0.0042182743,0.013446931,0.0,0.39204308,0.005648219
8.0,sp_1_2_3_5_6,-0.012144169,-0.00092829944,-0.003912126,0.0,0.020800633,0.020531368
10.666667,sp_1_2_3_5_6,-0.0042047277,-0.00016069111,-0.012404253,-0.0,-0.04509546,0.06892664
13.333333,sp_1_2_3_5_6,-0.0014879985,-1.9663968e-05,-0.0070105335,-0.0,-0.052836437,0.17598438
16.0,sp_1_2_3_5_6,-0.0006927641,1.98527e-05,-0.0014242628,-0.0,-0.022221683,0.2286848
18.666666,sp_1_2_3_5_6,-0.00040998886,4.1651303e-05,0.0003534274,-0.0,-0.0034295677,0.12756415
21.333334,sp_1_2_3_5_6,-0.00026472795,5.9903905e-05,0.0008735115,-0.0,0.00363329,0.04341171
24.0,sp_1_2_3_5_6,-0.00017010441,7.751591e-05,0.0010054163,-0.0,0.0056894524,0.012689575
0.0,sp_1_4_5,0.0057557286,0.0,0.0,0.0028173544,0.0057622786,0.0
2.6666667,sp_1_4_5,0.045779243,0.0,0.0,0.007654372,0.048624054,0.0
5.3333335,sp_1_4_5,0.08485655,-0.0,0.0,0.0144781,0.15232244,-0.0
8.0,sp_1_4_5,0.027731886,-0.0,0.0,0.022225732,0.040837158,-0.0
10.666667,sp_1_4_5,0.03573643,-0.0,-0.0,0.03469405,-0.008334115,-0.0
13.333333,sp_1_4_5,0.047373388,-0.0,-0.0,0.048338313,-0.011087495,-0.0
16.0,sp_1_4_5,0.03631786,-0.0,-0.0,0.054806635,-0.0082951095,-0.0
18.666666,sp_1_4_5,0.016707685,-0.0,-0.0,0.048791025,-0.005929271,-0.0
21.333334,sp_1_4_5,0.005001307,-0.0,-0.0,0.03497696,-0.0040553296,-0.0
24.0,sp_1_4_5,0.00079695776,-0.0,-0.0,0.02145855,-0.0025558467,-0.0
0.0,sp_3,0.0,0.0,0.014688096,0.0,0.0,0.0
2.6666667,sp_3,0.0,0.0,0.095022336,0.0,0.0,0.0
5.3333335,sp_3,0.0,-0.0,0.35831153,0.0,0.0,0.0
8.0,sp_3,0.0,-0.0,0.28737634,0.0,0.0,0.0
10.666667,sp_3,0.0,-0.0,0.061428264,0.0,0.0,0.0
13.333333,sp_3,0.0,-0.0,0.0091142785,0.0,0.0,0.0
16.0,sp_3,0.0,-0.0,0.0012754701,0.0,0.0,0.0
18.666666,sp_3,0.0,-0.0,0.00017695554,0.0,0.0,0.0
21.333334,sp_3,0.0,-0.0,2.4696832e-05,0.0,0.0,0.0
24.0,sp_3,0.0,-0.0,3.3017586e-06,0.0,0.0,0.0
